uid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
TC028_3B,-0.0025819364571797857,-0.005901258101502805,-0.006485313603946523,-0.007120156541385351,-0.004221645072736072,0.004695177442833298,0.0031570436972672214,0.0023444447373455204,0.0028015316523014758,0.00014970201077128443,0.0016987187781220287,0.0009369072531954329,0.0027398611955217075,0.004078472875035579,0.0037084501343569447,0.00133232371137162,0.0038027696564907126,0.009668718398425487,0.0001678403804123948,-0.005393383751551739,0.001949028279169338,0.0048040076606799525,0.0038027696564907126,0.00014970201077128443,0.004328782376082886,0.005094221574937704,0.00289947884836347,0.0005197247514499192,0.0023553277591301883,0.005286488293133463,0.0022573805630681943,0.005750830555945863,0.007143857344383064,0.00286682978300947,0.004437612593929543,0.009280557288105748,0.013303647674503807,0.01661571397097038,0.025173396767645784,0.03486654150385464,0.0456225947010325,0.050128165719884064,0.04861179801788733,0.050868211201241326,0.05655277624676501,0.060271142023192434,0.06467151049812557,0.06762080940176995,0.07666097283089887,0.08985482290784183,0.1047718181006902,0.12297911354643577,0.1442953255486675,0.18126857822510486,0.24040329092904966,0.3112481350732947,0.2661126160583581,-0.1118982626102178,-0.6820162418217113,-1.0,-0.9686315035426654,-0.8232488431952454,-0.696759108666005,-0.6002013117185233,-0.5179764544614464,-0.45037475080903167,-0.39434169931371654,-0.34341278503540973,-0.3042447896323981,-0.2651819967733049,-0.223539927751246,-0.19084007496225402,-0.16779709017018868,-0.1419281473880385,-0.11684278217438421,-0.09318309281452114,-0.07876308894983917,-0.06628751831068416,-0.05200899372920284,-0.03787920377877864,-0.030108726224527385,-0.01792699717355832,-0.008103256175933483,0.0016769527345526973,0.007372400801861041,0.01616588240387087,0.02508270491944024,0.021059614533042177,0.023316027716396185,0.025177024441574006,0.03261738366835707,0.03303093849617437,0.039669581784820405,0.041501557118572445,0.03759817997180571,0.03817498012639299,0.04204933588173395,0.04313038271234407,0.044762835980043915,0.0474473146869281,0.050900860266595335,0.05053809287377315,0.05514886643654315,0.05657454229033434,0.05571478356934576,0.05856250760299993,0.05892890266975034,0.06479847908561334,0.06177299902947629,0.05917921217079765,0.0593533405193523,0.05870398688620059,0.06049243013281397,0.06472955328097711,0.06657966698437028,0.06552401387125771,0.06342721834074547,0.06116717748346324,0.05621177489751215,0.05753224820738492
TC028_5C,0.00029928669860939874,0.0003275132234853926,0.001102459633717217,-0.000742528674086365,0.0008612511484132715,0.0006983071184473086,0.0009023079118692622,0.0007675904067792928,0.0017888773977470611,-0.0010709827817342909,0.0015835935804671079,-0.0009336992289283215,-0.0016175509452421666,-0.001593173491940172,-0.0023732519976039953,-0.004019371607417623,-0.0021923456336260362,-0.0035035960165017387,-0.001413550151820213,-0.004997035787213402,-0.0032585384596237952,-0.002469478786953974,-0.0032341610063218,-0.0031340851453978227,0.0005507593747773418,-0.0032238968154578024,-0.004994469739497402,-0.0063108522178051026,-0.0024707618108119737,-0.004608279558239489,-0.0025246488128479617,-0.000641169789304388,-0.001536720442188185,-0.003847446410445662,-0.0007604910080983608,0.0024855593526409035,0.0030180142537107827,0.0017452545865750712,0.0041419431533185275,0.00585734605146414,0.007536824281585758,0.0038340174273985977,0.0033836760532406996,0.0014719705048211332,-0.0029390655189818673,-0.011144003090890009,-0.018618900087596313,-0.030302115338541664,-0.040420041482727376,-0.049352453582121356,-0.05373269703333236,-0.06099461206961072,-0.06882105760340894,-0.09332553026734539,-0.14336474375319205,-0.22183833198002825,-0.32610198277651664,-0.4762324534726366,-0.6961889315926748,-0.9286728546622222,-1.0,-0.9136781548337795,-0.8025541754685667,-0.7155446295144584,-0.633128308971989,-0.5556490642351026,-0.47887419959625804,-0.4113178613771413,-0.3484881830508956,-0.29206079377606836,-0.2433418118401034,-0.19902745080865145,-0.1578205735612748,-0.12278247502316071,-0.09167042949052577,-0.06656678468490346,-0.04306050458249078,-0.023717636899287155,-0.010149659600940235,0.00342858188827069,0.014209831367042248,0.024634400213289883,0.02968951421380874,0.03524372449508949,0.03927626848078257,0.04230292176180388,0.04649969280132093,0.04910679728077633,0.05110574845153988,0.05427096830922516,0.05523323620272495,0.05527300994232293,0.05580674786725082,0.055464180497164894,0.057484943073514434,0.0558875783703048,0.05737460302172646,0.05453912029554711,0.054972782359551005,0.05405413727722321,0.054758517375265055,0.049902272072736155,0.04884890948531839,0.047864830186232624,0.04702958165467481,0.04556821748041314,0.04768135777453866,0.04670625964245888,0.04845117208933848,0.04304322652786972,0.0413291066535821,0.04131242734342811,0.043175377985243686,0.0391441170234086,0.03697324065567309,0.035642744914927395,0.035640178867211394,0.035821085231189355,0.036936032963791096,0.03593784040226733
TC028_15C,0.0032065798147452745,-0.00294023786230161,0.0019735898382284953,-0.005472702568970873,-0.002486932723876323,0.005896190302735306,0.0035571357884608304,-0.001568234310001077,-0.0025715496830490464,-0.003194088739819767,-0.001973186900327663,0.00470550880580489,0.0037505459808556173,0.0001482811475026755,-0.003030898889986666,0.001187860931624664,-0.003381454863702218,-0.004372682099725516,-0.0035204684394859755,-0.00727383498564735,-0.011710181273702817,-0.008095828303325201,-0.003562776919072337,0.004360996900601669,0.0010065388762545517,0.003327461184992017,0.003756590049367957,-0.0039012447557632175,6.366418832995538e-05,-0.0044089465107995385,-0.011268964272302203,-0.014454188378303883,-0.005363909335748806,-0.010694777763630177,-0.012048649110393697,-0.02285544361045253,-0.019918026313456672,-0.01809271762273085,-0.02903852569857343,-0.0384672725778194,-0.0358320587064404,-0.0544598778614635,-0.07926473503609517,-0.08938250572574756,-0.10238329709578477,-0.11021036581926139,-0.1242809573159823,-0.13968124388541733,-0.1610953786246279,-0.17730557037471611,-0.19888289496375974,-0.23077744450336293,-0.2654462214901288,-0.3097975962336589,-0.3695734338206733,-0.44781994478139003,-0.5819740894812255,-0.7534684894502799,-0.9218804144780421,-1.0,-0.9898882733788598,-0.9218320619299436,-0.8345678007488198,-0.7512019637581533,-0.6739829444445339,-0.597507345557932,-0.540251884540562,-0.48650802732886017,-0.42279145707180193,-0.3770378584334097,-0.34226633228193404,-0.30716842643079223,-0.27144193745436723,-0.24689093115725377,-0.2162656360052414,-0.198242223701452,-0.17851438407718354,-0.15172102836199294,-0.13243440573912507,-0.12162156717055395,-0.11383680692666368,-0.09047043805796826,-0.07536631084563772,-0.07820702304643617,-0.06171880414478042,-0.04823448729375623,-0.03789308606914737,-0.03360784149390033,-0.018824049912723646,-0.008307370701257002,-0.0013808681861186257,0.0008373049579091116,0.016279900006930536,0.02739494200111856,0.015868903348091608,0.02325475507016761,0.025255341747751205,0.02807187767450032,0.030477416942410504,0.0429705065574114,0.051305277035924336,0.037162156717055396,0.03291922062139471,0.04619803914299944,0.04962502598949461,0.05696856923198424,0.05372290444085919,0.05081570748642503,0.05483501304712923,0.05280420602698395,0.057959796468007536,0.059410372910968456,0.06315165132010515,0.07131718788027264,0.05818947107147635,0.05721637604099007,0.0662159940558601,0.0670138110994886,0.05832244057874777,0.05175858217434962
TC028_9C,0.005728142744518844,0.0022653108066302717,0.006985539932340055,-0.005069506122326779,-0.0017563643258454952,0.007624217869011144,0.00859221411677827,0.0012474178450607276,-0.0038121089345055765,-0.006416717394992368,0.008562276088496811,-0.013332401928009021,-0.01570748550500464,0.0033929765385651697,0.0016964882692825848,-0.00712525073098686,-0.01889089584559961,-0.02387058788308202,-0.020986557825301625,-0.012055046054666842,-0.009969363417725311,-0.012494137136128217,-0.01574740287604658,-0.017783188799185685,-0.003991737104194316,-0.0162264113285499,-0.014480026345464886,-0.010328619757102798,-0.01583721696089095,-0.030347181334637298,-0.03315137665033381,-0.03143492969553025,-0.026245671460077634,-0.03298172782340555,-0.03320127336413624,-0.05057530911014199,-0.05869849411717743,-0.052201941980101196,-0.050365742912171794,-0.035157224545191455,-0.03974772221501492,-0.04307084335425668,-0.05409801710459349,-0.057121757961020675,-0.05976628379254941,-0.06384783498158811,-0.07627211671839293,-0.1000329318311096,-0.11367469338469367,-0.11452293751933494,-0.13798437234923705,-0.1695590128434141,-0.2008342730547766,-0.26480186014949053,-0.33061562565489433,-0.41349406728072885,-0.5511790593471514,-0.7331823126128912,-0.9158741405291048,-1.0,-0.948666260840061,-0.8505593421617252,-0.7707545381061204,-0.7101799275499715,-0.6238685920145299,-0.5486143682577065,-0.4907840769606914,-0.4251798776532577,-0.3748241140838464,-0.3286696538165996,-0.2918059616593651,-0.2551318770145798,-0.21661161395910464,-0.17976788048739106,-0.1624637001407087,-0.1479337770814414,-0.1202610596066143,-0.10284710648956658,-0.104663346871975,-0.08582234774017783,-0.05936711008212998,-0.054636901613659715,-0.04381929406129311,-0.04546588561677328,-0.02915963954613949,-0.017793168141946168,-0.011166884548983602,-0.014050914606763996,6.985539932340254e-05,0.019339966269821467,0.02251339726765595,0.013242587843164646,0.028840300577803943,0.053678884708653084,0.03733272126697735,0.029279391659265318,0.051922520382807584,0.056353348568463274,0.05884818425858473,0.06170227628808366,0.05176285089863981,0.03958805273084714,0.05395830630594669,0.06478589320107377,0.05344935982516191,0.04990669314518945,0.046194377638288736,0.049667188918937795,0.05807977486602732,0.06280998333449758,0.06355843404153402,0.07058389134491602,0.06753021246020736,0.06611314578821838,0.0625804584510064,0.06297963216142585,0.06257047910824592,0.06964583312543035,0.06550440587982874,0.06647240212759588
TC028_11D,0.0024990825723605913,0.0014533603026397664,-0.00044927327143561474,0.0029009110371144274,0.0025426543335989554,0.0039659985340523,0.004508224896129761,-0.0010544366219684992,-0.0006671320776274509,0.0026443217764884792,0.0025136064927733792,-0.004545018827842162,-0.002564924344898572,-0.003930172863700757,-0.009817201937684641,-0.0067671786509989115,-0.006254000129747022,-0.002414843833966416,0.0010079600766475661,0.002145667175649387,0.0029590067187655793,0.0005238293962212619,0.0029348001847442633,0.0016857430292443987,-0.009231403814368804,-0.010117362959548945,-0.0072513093314252155,-0.005348675757349834,-0.008355127282797192,-0.014842478400509692,-0.01116792653607403,-0.012712303406633946,-0.016996859928406754,-0.01694360555355986,-0.022114121220512817,-0.020879587985425732,-0.015423435217021261,-0.01555899180754063,-0.034256118685604575,-0.035151760444393235,-0.02915822262071557,-0.03602803697596486,-0.0475939189313493,-0.04803931915734151,-0.04874130864395964,-0.053485789312137454,-0.05491397481939505,-0.06389459894130303,-0.07106457431841663,-0.07508285896595497,-0.08101830110798147,-0.0908171060798099,-0.113271087037982,-0.14399886132463963,-0.18178526093191283,-0.2442526426273191,-0.37923311763697753,-0.6251569793731283,-0.8877978735043992,-1.0,-0.9860618777105267,-0.9158677703555165,-0.8268555034523358,-0.7352870265565044,-0.6440525998301669,-0.5592183806990653,-0.4823239047269551,-0.41677745190403753,-0.3612912346203786,-0.3080997967619403,-0.2670213085277683,-0.22593797898679197,-0.19152112891528583,-0.16220701621547304,-0.13170678334861574,-0.1092334371632266,-0.0871086650677444,-0.06706081359129108,-0.054720322547224524,-0.041915066049948733,-0.026572964787239098,-0.019950057079007228,-0.017243766575424174,-0.011027528638750402,0.0078099961366371665,0.012297887544189026,0.01728927485938424,0.02230002740179651,0.02673466443450147,0.026386090344594534,0.026211803299641064,0.03076263169564834,0.03238931078188073,0.03242319992951057,0.033773924527899964,0.04104556734790308,0.04477337358718564,0.04308859881930209,0.043664714329009396,0.0482252253386252,0.04799284261202058,0.042589944218462995,0.044332814667997704,0.04453614955377675,0.05024889158280716,0.04949364772134212,0.051444694363460136,0.0545431307181885,0.05707997548362234,0.053085897370105314,0.052103112088839915,0.05430106537797535,0.054431780661690445,0.057825536731478853,0.0535070910620762,0.046288702616919974,0.050428019934564895,0.05081048317210168,0.05434947844601798,0.053540980209706046
TC021_6C,0.0020263854733203563,0.0016989283444934834,0.000872714259332042,0.0005074008150338577,0.00213049034086647,-5.855110126229493e-05,-0.0007939100292925818,-0.001998687269167169,-0.0006595201093694158,-0.0008156774106885886,-0.00048254183454102023,-0.0017819598630938937,-0.0023829288712010122,0.0018636033167937016,-0.0001257460612238791,-0.0015993031409448004,0.0006758614188812078,-0.0003860082300891679,-0.002169040688788085,-0.001523590510002171,-0.0021605230178070394,-0.0009387104359703614,-0.0005885395178606998,-0.0006330206885394953,-0.0025646391854633214,0.00048184780209071897,0.0020046180919243493,0.000893535232841267,0.0012692591638940626,0.0032642869892323435,-0.0009472281069514069,0.0008689286277849124,0.0010866024417449716,5.880347669878014e-05,0.004778539608084927,0.012639403515703404,0.021758043504856307,0.03514025102396602,0.05377407590683385,0.0789958460895972,0.09805176888997018,0.08417364363818625,0.049998854846457004,0.014602253472891064,-0.020641976230902824,-0.049505523962006644,-0.07249377153196243,-0.09275541798009679,-0.11573798710273188,-0.1376974892997547,-0.1641808211955996,-0.19622429942629382,-0.2379438518914561,-0.2930512903230488,-0.3789491629432352,-0.4917657150871866,-0.6295087581532252,-0.7734536121013516,-0.9017931464043156,-0.9851007006383773,-1.0,-0.9531291494070786,-0.8695225302807935,-0.779950702244116,-0.6930477444481663,-0.6116330059876703,-0.538492711681317,-0.47184288266252056,-0.40700353193113964,-0.35331854455338163,-0.30757202652995824,-0.2671831235536127,-0.23079468671469833,-0.19858558710381707,-0.17143409123990347,-0.14590757771759608,-0.12246789358564483,-0.10447951888156293,-0.0860501181022402,-0.07200258583872211,-0.05816420971818307,-0.044924909789977575,-0.03306831178436184,-0.022189353125792805,-0.013033803229055375,-0.0040987663699383475,0.0038217212345474506,0.015256221322658026,0.02223408667190809,0.027622933179249725,0.03835709143114097,0.04567471721174609,0.051791351384023736,0.05818055102769487,0.06403029817589975,0.06995954358659441,0.07233408097453262,0.0793763020600839,0.08446797649097572,0.09071332213585584,0.09702113070126364,0.09537059534671433,0.09769024107721912,0.10071496068337715,0.10334029616131281,0.10536560903902817,0.1057877069565333,0.10340086626606693,0.10182131150302633,0.10340275908184049,0.10345291869983998,0.10178250877966823,0.10060612377639712,0.10263522228565959,0.09991524601904563,0.09761926048571042,0.09505354870464207,0.09456047019562819,0.09217173668938825,0.08832269581384233
TC008_389A,0.0011149896663663734,0.0026977279681631777,0.003258000659848235,0.003920840434679299,0.0029746590926573936,0.0016650056497368305,-0.0012959778318344295,-0.001099818285317693,-0.00011068697722839798,-0.00034402709138556156,-0.001031867592733464,-0.0017504782190251682,-0.0032825740235186323,-0.004516584242619017,-0.002199209207788944,-0.00242293365790117,-0.0031844942502602643,-0.004516584242619017,-0.0015453440527331563,0.00026175974344553606,-0.0007401924500370095,-0.001610730568238735,-0.00160944847969941,0.0009566517317597265,0.0018041122562536009,0.0005297162481644767,0.0007419019014227766,0.0006104878261419564,0.0003354798344567279,0.000997678565018129,0.0010149867602990174,0.0005040744773779753,-0.0008581445956549165,-0.0010837921785761297,-0.0004985187603742331,-0.002396009798575343,-0.003538350687113985,-0.0027440968370021014,-0.0023402389471147028,-0.00047992847655401946,0.0011406314371528747,0.0021752768883882096,0.00593500152995899,0.007894032818047705,0.009631262788833181,0.013546120143662296,0.01863280642343453,0.024427846621183864,0.03424800378814428,0.04853559847038291,0.06791949509643871,0.0994063075337232,0.1542848253709937,0.244481036201052,0.34871419340391097,0.40400810792792274,0.31050731388775404,-0.03164044938058029,-0.5882963692962018,-1.0,-0.9866246113134912,-0.7109063425774766,-0.44923335378976825,-0.2903889942100882,-0.1911745725944173,-0.11256587798277899,-0.05505459133000447,-0.019433043353396597,0.0035201877661402126,0.015112832338717536,0.022765618829948906,0.02902541612320358,0.032143455450842164,0.034455061087245276,0.03641345133106432,0.04012317451960143,0.04171232326409486,0.046228480143867434,0.05024782771465154,0.05219788438296498,0.05806600362745585,0.06176418801913902,0.06409566602790168,0.06519441590610325,0.06553096414767609,0.06387578784340742,0.06084044322655531,0.058108953593523235,0.05578132185037856,0.05154594236071818,0.04836956800454031,0.04400341548386877,0.03910711935218631,0.034781352620503504,0.03129663597061795,0.02945683891668647,0.027632426925226886,0.023041908910173457,0.019857200978489975,0.017341102220064516,0.015385917197593779,0.013302523321190533,0.008687645623889927,0.006932466413553899,0.00738504366793565,0.0067677180362506265,0.006170905821194805,0.005636274900296248,0.0015214117333324218,0.00014893595198492955,0.0024355408618711998,0.0005079207429959504,-0.0006017268877899015,-0.0007837834603740621,-0.0005215963540820844,-0.00025812715925078154,-0.0004690307239697563,-0.002099206301721589,-0.001979331023294694,0.00013098671243437854
TC008_32A,0.002863573668737124,0.0012741694084842338,-0.00017090756366396864,-0.0017061890908775996,-0.0016791277243579706,-0.00021961802339930044,7.264473501269527e-05,-0.0013489790528184943,-0.001623200900217403,-0.0012100640380177307,0.0019290544782592607,0.001014380289895792,0.0009855148322748548,-0.00017812392806920214,-3.1270912422662274e-06,0.0007762402645230557,0.0005308838747450842,0.0037800519482019002,0.002692185014112805,0.004651427950133962,0.0033200087173682036,0.004241899270136906,0.0045341620285489015,0.004959927528457735,0.003027745958956208,0.0008087139043466097,0.0028707900331423576,0.0042455074523395225,0.004999617532686524,0.006996746381835162,0.008645685648431236,0.009867055324017167,0.011575529596956426,0.014068783498964933,0.016060500074809643,0.015017735418253263,0.015946842335427203,0.018606072618756103,0.02264904077678871,0.028837073254277264,0.03402203107943822,0.04183194145700322,0.04870733264409035,0.05647214074412263,0.06506502665965556,0.0701814290229668,0.07194943830224923,0.06284960278724859,0.04848001716532547,0.028625994595424156,0.0012471080419646041,-0.033671075223863645,-0.07332499763062701,-0.12524313134408635,-0.20136855945490467,-0.3175628509257874,-0.49740367235973676,-0.7333499229532827,-0.9317837072773186,-1.0,-0.9473403848439028,-0.8445288411625275,-0.7456484119909035,-0.6565876506837024,-0.5765888389783744,-0.5021736892315968,-0.4333548300810782,-0.3732010204901451,-0.3108678688488311,-0.25745594770348823,-0.21589690509374296,-0.17658575999622825,-0.14546699258975593,-0.11836593606589792,-0.09324577157127675,-0.07540691876153717,-0.06180407185767021,-0.05048520428805994,-0.03758414882260204,-0.028478901034297455,-0.021240887535847287,-0.017574974417988182,-0.01250728251441228,-0.009299608536285562,-0.004405109378435288,-0.0020327295802144594,0.004811992058150429,0.006118154015497866,0.005742903066425674,0.007169939127560789,0.009248252076268313,0.012190724662502666,0.012921381558532655,0.011824494168937017,0.011562900959247268,0.010301841279432544,0.011149764097047595,0.0099789089722983,0.0105435894870079,0.008845939760676493,0.006875872278047484,0.004427720653571692,0.004839053424670057,0.005964806271886633,0.003953244693927527,0.003976697878244538,0.004738024322996775,0.005427187123696667,0.002129308590504517,0.000195322929901681,0.0012434998597619874,0.003417429636838869,0.00315583642714912,0.0027535241115572975,0.0016692653596708205,0.00018449838329382914,0.0013806107834614418,0.0011821607623174945,0.00030898066928412404,0.0031143423318190215
TC008_390A,-0.0015329689663763696,-0.000911849217633722,-0.0008043981218596777,4.865874824889554e-05,0.0006036043465453326,0.0001325230181213203,0.00010172910652753975,0.001704322888620911,0.00042211682502453794,-0.0015015198651742103,-0.002059741411512539,0.0005511891778750671,0.0009764072337125971,0.0021537829599684384,0.00011614327791186277,-0.0012047189725788306,0.0014579715958706625,0.0026189675819170456,-0.0018841505964671491,-0.0008745034099561573,0.00037952950047994685,-0.0004204570113499814,0.00042211682502453794,0.00038018469008832556,0.0020784361550049315,0.0023588573073908517,0.002562621275596511,0.004819094286851445,0.0012424142147141953,0.0007077794942774857,0.0019382255788119704,0.004608123232953626,0.0030395993104959267,0.000648812429523437,0.001319071398894458,0.0043244261325258125,0.0069504260829061195,0.005117860748271958,0.0043191846156587855,0.006010228994883231,0.008907477443132162,0.005917847260101888,0.006335203040638878,0.0029694940223994465,-0.0027745532742532862,-0.012812058074609152,-0.020524294954830356,-0.028036699004496176,-0.039743626927,-0.05488374839740622,-0.06794167729238615,-0.08541034263096892,-0.10985350135073892,-0.14221266091893575,-0.18655720399319722,-0.26943148236736264,-0.42672416202996266,-0.6548140100154906,-0.8757026690153322,-0.9896263829305462,-1.0,-0.9592563790133858,-0.9013834809053289,-0.8354812341465955,-0.7643512295026116,-0.6949319249261035,-0.6266598573538656,-0.5633292298080174,-0.5024699774649719,-0.4490569550211461,-0.399877767826661,-0.35273622031423246,-0.31011810185804795,-0.2749016604077132,-0.24216511162509044,-0.20850081435700393,-0.18071815420332965,-0.15935766259097964,-0.1357465946738501,-0.11642505312277346,-0.10176977196256719,-0.0861572587845202,-0.07301481043005947,-0.06081780068048868,-0.047797872782794695,-0.03868418533025225,-0.030570317220095143,-0.020301530487981726,-0.013267414852432081,-0.006504547714751063,-6.337867478379734e-05,0.004242527431478523,0.007860484448943607,0.008808543812267037,0.012882512797163431,0.01653781562230608,0.020502367942603298,0.02258718127646311,0.02262256151531554,0.027227889272606755,0.029347427655710617,0.02314867877084333,0.02483120568515886,0.029544639727832497,0.03000196207448056,0.030666324337376177,0.031095473530863976,0.03183321702989796,0.03311476790388596,0.032136569818577126,0.03011006835986298,0.03297848846534327,0.03230626392714711,0.03232460923618171,0.033327049337000536,0.03230495354793035,0.03065518611403375,0.029863061877504357,0.029317944123333592,0.029013936145046052
TC008_61A,-0.002146130074032472,0.0026395081162620252,0.004616884865145483,-0.001476269546723415,-0.0032926221303883527,-0.0024102097049908465,-0.001727467244464311,-0.0022105397401198787,-0.006171734204495539,0.005879314320458703,0.003985670137488876,0.0010421483972942772,0.0007523048999009366,0.002104907887736526,-0.0015857659790720127,-0.007195847895285343,0.0012031725625128039,0.005267422492628315,0.010297817414054961,0.011115820173365057,0.004494506499579407,-0.0008257319192405831,0.002362546552086166,-0.0033119450302145745,-0.007917236155464323,-0.0024552964712520344,0.0040822846366199905,-1.288193321749374e-06,0.0013319918946876176,0.00312902157852633,-0.0059720642396245685,-0.02288604255417819,-0.02152055763312512,-0.015646396085953414,-0.027233695015078305,-0.017643095734663092,-0.014319556964552784,-0.016284051780218762,-0.013308325206980463,0.0015509847593848138,0.005583029856456618,0.0004560204358988585,0.0036893856734867923,0.007302767940990443,0.010355786113533631,0.010690716377188159,0.025807665007903068,0.04037069051026626,0.060208867665188244,0.08342211132309049,0.10631974761716441,0.14518454013430707,0.20621269875212714,0.2844575611151117,0.3927752965743076,0.5350433670281768,0.6267434086368211,0.24838814810616264,-0.5839715257748161,-1.0,-0.8035956051996636,-0.4895469552906744,-0.3165361512132849,-0.22526765436742624,-0.16872884947589858,-0.13596365233723356,-0.10413883632344474,-0.08821676686663724,-0.07710609946655915,-0.053512838778741204,-0.03103386531423544,-0.016303374680044985,-0.02469595417123439,-0.024257968441840007,-0.020960193538164664,-0.008265048352336333,-0.0027644628684715972,0.004913169329147562,-0.0008772596521105117,0.005422005691238098,0.012249430296503458,0.009202853090569006,-0.0029512509001250833,0.0007651868331184181,0.0019374427559092678,0.0080048333013432,-0.00868371118190449,-0.007086351462936746,0.008636048028999806,-0.0010704886503727386,-0.006938209230935706,-0.0001880762249752357,-0.0012508357154174844,-0.0030221015328212343,0.005898637220284921,-0.00012366655888782567,-0.0008257319192405831,-0.008078260320682847,-0.012033013818449763,-0.0024552964712520344,-0.005914095540145902,-0.010029873203131342,-0.005740189441709897,0.0010807941969467212,-0.005914095540145902,-0.005714425575274934,-0.00633275836971406,-0.008831853413905532,-0.004941509582226023,-0.003698403026739029,0.0002627914376366315,0.006156275884634562,0.0021113488543452697,-0.0033183859968233154,-0.0009159054517629559,-0.01599420828282542,-0.025005120568453953,-0.018924848089802535,-0.017243755804921157,-0.020019812413288488
