uid,ISI.median,age,asymmetry,frequency,half_width,latency,location,n_spikes,organoid,repo_duration,rise
VT007_066B,0.03456667,3.958079861111111,0.026569068867782538,1.17106831,0.46296309974433353,2.2333333333333334,,2555,DLX_Cheriff,1.2296716520543238,0.20007912837600608
VT007_065C,0.08433333,3.958079861111111,0.04604364563406891,0.3162572,0.2511747128582364,0.8666666666666667,,690,DLX_Cheriff,1.8817039403620872,0.06044879020158831
VT007_049D,0.1005,3.958079861111111,0.03761987022974291,1.11927547,0.2409219025385956,1.3,,2442,DLX_Cheriff,1.977837959828481,0.12893922523341766
VT000_028B,2.90706667,2.01870987654321,0.09692642787996128,0.07043057,0.363609153338755,0.9666666666666667,,55,DLX_Cheriff,2.4460648148148145,0.8011879892945049
VT000_010C,0.45858333,2.01870987654321,0.028350630333385224,0.52886953,0.293253866804618,1.1333333333333333,,413,DLX_Cheriff,2.0668970814132104,0.2604100625896291
VT000_016D,0.4104,2.01870987654321,0.09407944032155585,1.51745859,0.3546397230566749,1.5666666666666667,,1185,DLX_Cheriff,2.167164729754658,0.4278585861999531
VT000_019D,0.39228333,2.01870987654321,0.013952890058214219,0.69790289,0.2702953656312123,2.7333333333333334,,545,DLX_Cheriff,0.35814249363867723,0.5256066868074387
VT000_024D,0.26426667,2.01870987654321,0.10002551979104787,0.82851958,0.28496325508221526,1.7666666666666666,,647,DLX_Cheriff,2.1465319865319863,0.3530360046744124
VT009_001A,11.31218333,2.5872812499999998,0.05453349011719532,0.0429727,0.28462332489899417,1.0666666666666667,,45,DLX_Cheriff,0.9530000000000001,0.17893672325114263
VT009_005B,0.55733333,2.5872812499999998,0.02189704515211725,0.40776315,0.46743850943289805,2.966666666666667,,427,DLX_Cheriff,0.0,0.31016172804333736
VT006_002A,0.10523333,3.5593533950617284,0.11378892685329463,0.13220143,0.320266277968373,1.0666666666666667,,299,DLX_Cheriff,1.8965125709651256,0.4416585469598554
VT006_020A,0.3293,3.5593533950617284,0.2239340424066759,0.17508951,0.4140730156940388,1.0666666666666667,,396,DLX_Cheriff,2.4564372044140828,0.15957206409574146
VT006_010B,19.90666667,3.5593533950617284,0.3584181511191879,0.04421452,0.26492815229465805,0.5333333333333333,,100,DLX_Cheriff,2.50506329113924,0.12057716293707632
VT006_014C,0.0169,3.5593533950617284,0.023952263124070526,0.13220143,0.3859082257326719,1.2,,299,DLX_Cheriff,1.7609266943291837,0.18504045723640275
VT006_016C,0.35853333,3.5593533950617284,0.042026776128079334,0.10036697,0.37811277386970965,2.5,,227,DLX_Cheriff,0.39893048128342246,0.2700198269208741
VT006_019D,19.97988333,3.5593533950617284,0.029640467489701908,0.0694168,0.29113469348720356,1.3,,157,DLX_Cheriff,2.222857142857143,0.38369149120135093
VT004_102B,0.1689,3.185432098765432,0.08198907141604916,0.06962568,0.610045427266513,1.6666666666666667,,177,DLX_Cheriff,1.5217012858555885,0.17163339628137492
VT004_157C,0.15605,3.185432098765432,0.05624529958170993,0.06726549,0.25680601483676874,1.0,,171,DLX_Cheriff,2.1403558052434457,0.26796173564317344
VT004_177D,19.99826667,3.185432098765432,-0.0047058233519170455,0.04799058,0.27976404920277603,0.7666666666666666,,122,DLX_Cheriff,0.0,0.1397943221994396
VT014_000A,1.79656667,4.786514274691358,0.09839662654146952,0.13100468,0.3173777617777025,1.2666666666666666,,206,DLX_Cheriff,1.8997056659308313,0.1670401540200809
VT014_001A,0.1534,4.786514274691358,0.13761055490947477,1.42197311,0.24611304442074436,1.3333333333333333,,2236,DLX_Cheriff,2.3096832172545496,0.09067067857116745
VT014_015C,0.53993333,4.786514274691358,0.23013036843758866,0.23529966,0.3845289044721601,1.1666666666666667,,370,DLX_Cheriff,2.175695216907675,0.1301143182991448
VT014_008E,0.36481667,4.786514274691358,0.26570699223513544,0.33005547,0.3092225629757171,1.1,,519,DLX_Cheriff,2.3356566634398193,0.16892221122540838
VT014_009E,11.90666667,4.786514274691358,0.16497509928765053,0.02925347,0.3050305399937751,0.9666666666666667,,46,DLX_Cheriff,1.9445589919816726,0.16138868205510046
VT014_011F,0.46906667,4.786514274691358,0.2598838136823448,0.27600015,0.4131162974309009,1.2,,434,DLX_Cheriff,2.2581142656852435,0.18427967185105487
VT014_013F,0.08218333,4.786514274691358,0.12179189844281306,0.7497792,0.25570666362850336,1.3,,1179,DLX_Cheriff,2.1529040404040405,0.2694948184661508
VT017_023C,0.1008,6.891873070987654,0.012762985202949433,0.81678027,0.5229843822048037,2.1333333333333333,,1227,DLX_Cheriff,0.3533947772657451,0.7612527421117591
VT002_000A,0.47493333,2.3498873456790124,0.028616181316214243,0.2077099,0.34001609813643796,1.5333333333333332,,462,DLX_Cheriff,1.9304618329743959,0.37899841658065536
VT002_001A,4.76163333,2.3498873456790124,0.06629778955237418,0.0665391,0.35970765018125067,1.3,,148,DLX_Cheriff,0.7452380952380954,0.4549841400016559
VT002_026A,0.61525,2.3498873456790124,0.1959100847971899,0.48420685,0.3237384956504975,0.9666666666666667,,1077,DLX_Cheriff,2.510592414690283,0.332128490982659
VT002_004A,0.1592,2.3498873456790124,0.012425744130250296,0.42261322,0.3425129413843301,2.8666666666666667,,940,DLX_Cheriff,0.5867955521859992,0.12379752394444475
VT002_013B,0.3916,2.3498873456790124,0.05460923773432848,0.15735599,0.423990218672283,1.4333333333333333,,350,DLX_Cheriff,2.163838612368024,0.14147426943314798
VT002_028B,0.14458333,2.3498873456790124,0.056949268808608275,0.15241051,0.31722454596427335,1.3333333333333333,,339,DLX_Cheriff,1.063543897216274,0.09894846928126408
VT002_029B,0.3517,2.3498873456790124,0.05050840659555216,0.48150932,0.3050537591940262,1.0666666666666667,,1071,DLX_Cheriff,0.644930817610063,0.19191063056104363
VT002_023D,3.38771667,2.3498873456790124,0.06121227251754439,0.05979528,0.22892831198679364,0.43333333333333335,,133,DLX_Cheriff,1.8675062601266754,0.09385903176104099
VT002_024D,0.3469,2.3498873456790124,0.122947202968788,0.26031176,0.39629691754082214,0.8666666666666667,,579,DLX_Cheriff,2.210012154360377,0.15419491693102264
VT003_018A,1.02893333,2.5520744598765432,0.27912195520013056,0.27908104,0.42148236505178216,1.3333333333333333,,326,DLX_Cheriff,2.241679197994987,0.5695188468532576
VT003_007B,0.41625,2.5520744598765432,0.2303552883917066,0.64120154,0.44423389485899845,1.5,,749,DLX_Cheriff,2.3833174754202346,0.42992387861406295
VT003_009C,0.29931667,2.5520744598765432,0.17561747224525734,0.13269191,0.39759939318457804,1.3666666666666667,,155,DLX_Cheriff,1.9706708268330733,0.34780453845888054
VT003_011C,0.17933333,2.5520744598765432,0.07861719507836831,0.21230705,0.37835220133116704,1.4333333333333333,,248,DLX_Cheriff,2.207942131679953,0.30233012085279704
VT003_013D,0.0508,2.5520744598765432,0.07080043955927,0.29449043,0.2675872642484409,1.7,,344,DLX_Cheriff,1.9599160945842868,0.24607155648970314
VT011_001B,17.70323333,4.320403935185185,0.0748939616548731,0.03356567,0.16559700359076193,1.0666666666666667,,62,DLX_Cheriff,1.5090290661719228,0.07422362049206346
VT011_002B,0.12821667,4.320403935185185,0.05244086674880004,0.05467956,0.15632326946920425,1.1333333333333333,,101,DLX_Cheriff,2.0465674110835397,0.07573457774442668
VT018_043A,0.22913333,6.894185570987655,0.06561029138879788,0.13032756,0.518582926785056,2.5,,167,DLX_Cheriff,0.7932351336606658,0.5690639137825009
VT005_001B,0.1471,3.3607966820987656,0.1125326110594312,1.24411486,0.34159103193708257,0.8,,858,DLX_Cheriff,2.4829612629529176,0.13548204571017072
VT005_012D,3.21411667,3.3607966820987656,0.28086710650329877,0.03625043,0.2672112742566147,0.7666666666666666,,25,DLX_Cheriff,2.2108562691131497,0.14648752109207214
VT005_013D,0.12261667,3.3607966820987656,0.01693105518235705,0.30885369,0.30825417303404734,2.466666666666667,,213,DLX_Cheriff,0.6,0.3884940231164059
VT010_004A,0.58325,4.252786651234568,0.1427889215108715,0.7722947,0.10988660371514243,0.3333333333333333,,963,DLX_Cheriff,1.6837623480665433,0.05532585592471311
VT001CNQX_014A,1.23823333,2.2192376543209873,0.10242848994536524,0.21724491,0.2676127681966193,1.0666666666666667,,458,DLX_Cheriff,2.336366700370745,0.23940905525951972
VT001CNQX_084B,0.03231667,2.2192376543209873,0.14649143997645456,0.3628654,0.3735297876107372,1.9,,765,DLX_Cheriff,1.7794294294294293,0.29721365509983333
VT001_014A,0.2353,2.2192376543209873,0.18921189971197314,0.19796579,0.2915547710806701,1.2,,72,DLX_Cheriff,2.4875621890547266,0.4526694272415632
VT001_003A,0.08866667,2.2192376543209873,0.031043309182840404,0.20346484,0.377312466744024,1.8,,74,DLX_Cheriff,0.9801120448179271,0.11904217075688024
VT001_005A,1.9439,2.2192376543209873,0.12878821848836391,0.32169441,0.23104887349494424,1.3,,117,DLX_Cheriff,1.950337381916329,0.30085412601778216
VT001_006A,14.15146667,2.2192376543209873,0.14703532181429194,0.08248575,0.39265708308024566,1.4,,30,DLX_Cheriff,2.175295508274232,0.24821936956378038
VT001_009C,0.20026667,2.2192376543209873,0.042685687772864744,0.12097909,0.26824259206046885,2.9,,44,DLX_Cheriff,0.13938393839383897,0.14094162480660632
VT008_001A,0.0182,4.224503858024692,0.05738463807549791,0.53100487,0.23284676560449166,0.8,,926,DLX_Cheriff,1.4579424640400247,0.052356141092547166
VT008_015A,0.0897,4.224503858024692,0.13701704850066118,0.20987882,0.3568147766611801,1.6666666666666667,,366,DLX_Cheriff,2.008962739174219,0.10659045602204695
VT008_003B,0.3216,4.224503858024692,0.11466132588242998,0.09289718,0.2876565216256575,1.5666666666666667,,162,DLX_Cheriff,1.8421333333333332,0.2509920766946384
VT008_011D,2.36853333,4.224503858024692,0.07850466440272809,0.35725274,0.21327582642193643,0.8666666666666667,,623,DLX_Cheriff,1.2304614206394793,0.05809618021456491
VT017e2r2_020F,0.20365,6.891873070987654,0.011607750052516,1.13784843,0.16215674129075333,1.9333333333333333,,209,DLX_Cheriff,1.1568702290076336,0.22985145256742973
VT013_012B,0.15326667,4.449882330246913,0.1027298634164563,0.04738121,0.20633239531329792,0.9,,62,DLX_Cheriff,1.5583011583011583,0.072166037664757
VT013_016B,0.0532,4.449882330246913,0.2549634091198698,1.81806306,0.3426010778810555,1.2666666666666666,,2379,DLX_Cheriff,2.3508235948803557,0.062133967683387206
VT013_023C,0.20235,4.449882330246913,0.07157076724356558,0.2560114,0.29156997232636,1.0333333333333332,,335,DLX_Cheriff,2.017130345182895,0.10964703799849738
VT013_034C,0.22583333,4.449882330246913,0.05378343236412221,0.28810835,0.3367483076963779,1.1666666666666667,,377,DLX_Cheriff,2.052252747252747,0.0913348260055443
VT013_048C,0.25886667,4.449882330246913,0.04486624909160121,0.06725076,0.43927444053563247,2.7333333333333334,,88,DLX_Cheriff,0.1309880239520955,0.17755178596417592
FS007opto_011B,0.02993333,5.452383873456791,0.28605148313007206,3.56733281,0.26807373905973625,0.8666666666666667,,4335,DLX_bluered,2.6086610437532936,0.1763700327079493
FS007opto_015B,0.04651667,5.452383873456791,0.2356860221911558,2.29510755,0.2989612009078198,1.0,,2789,DLX_bluered,2.547139771302548,0.19414471074796041
FS007opto_032B,0.06366667,5.452383873456791,0.35520678067908457,0.8377266,0.25449680460045176,0.8,,1018,DLX_bluered,2.656172584071285,0.2402809787621178
FS003_055B,19.84573333,3.7592986111111113,0.310259094254436,0.0697657,0.3082470417194344,1.0,,122,DLX_bluered,2.388268156424581,0.2780301676643139
FS003_113C,0.04686667,3.7592986111111113,0.5116293917103222,0.22416519,0.3533698157750964,0.7,,392,DLX_bluered,2.680308148148148,0.31803691254677063
FS003_124D,19.74976667,3.7592986111111113,0.4262473446971659,0.05089465,0.3438042950960508,0.9333333333333333,,89,DLX_bluered,2.477491961414791,0.40865395238049634
FS003_250D,0.0421,3.7592986111111113,0.25852272128514736,0.39457648,0.2715233064312765,1.2333333333333334,,690,DLX_bluered,2.5009596293845133,0.11124452738364331
FS003_252E,0.1235,3.7592986111111113,0.3389439650048736,0.15211209,0.4354427881352739,1.1,,266,DLX_bluered,2.4659693165969316,0.2134500579355129
FS010_026C,2.21093333,5.98912924382716,0.2584052009328014,0.22159616,0.16080488268162416,0.36666666666666664,,278,DLX_bluered,2.7095404031505517,0.19332898352295988
FS010_027C,2.07653333,5.98912924382716,0.2502583232487649,0.29652435,0.15496201391535108,0.36666666666666664,,372,DLX_bluered,2.7106747610886806,0.1936170298929736
FS010_044C,0.92833333,5.98912924382716,0.2662280584929281,0.15304483,0.14077631118657313,0.2,,192,DLX_bluered,2.768694944111333,0.21090155412156122
FS006_003B,0.46856667,5.41540162037037,0.22231345105772804,0.50881633,0.15565069424553002,0.36666666666666664,,774,DLX_bluered,2.7391659883075556,0.17269511494962325
FS002_012B,0.0588,3.225105324074074,0.3052613950664772,0.15850678,0.19854035234855966,0.6333333333333333,,286,DLX_bluered,2.648598241862675,0.2578269275173305
FS007_032C,1.19298333,5.451319444444445,0.3834553061249677,0.12801217,0.19660458607938408,0.4666666666666667,,155,DLX_bluered,2.6855509659114616,0.2580316253835155
FS007_031D,0.21906667,5.451319444444445,0.3333685554300294,1.0703469,0.17439616055431273,0.36666666666666664,,1296,DLX_bluered,2.811001840271655,0.2840616570874959
FS007_016D,0.47191667,5.451319444444445,0.30555402404855825,0.0602896,0.16774080796732632,0.36666666666666664,,73,DLX_bluered,2.367823468821805,0.2390398791275942
FS007_028F,0.03273333,5.451319444444445,0.48250303530878197,1.40400442,0.34163514554277963,0.9,,1700,DLX_bluered,2.658719929074387,0.5291186850479404
FS008_036A,0.58223333,5.518795524691358,0.5670334558129685,0.06914148,0.3089446525034153,0.5666666666666667,,149,DLX_bluered,2.5863684186450757,0.5181307094244677
FS008_008B,0.73996667,5.518795524691358,0.23292871480080046,0.08352662,0.15956878762075632,0.26666666666666666,,180,DLX_bluered,2.6308647584431317,0.2087725189961591
FS008_032B,0.39653333,5.518795524691358,0.3058610575113655,0.99396678,0.17241874898320214,0.43333333333333335,,2142,DLX_bluered,2.7731510199212694,0.3396786424191677
FS008_023F,0.35623333,5.518795524691358,0.2975112500975442,0.05011597,0.18761108010738708,0.4666666666666667,,108,DLX_bluered,1.0056459921697918,0.24086924229889276
FS001_007C,19.75295,2.8868560956790126,0.28428870472858664,0.0829574,0.21642648320291305,0.6,,53,DLX_bluered,2.69308076821889,0.11139794207245188
FS001_008C,0.16055,2.8868560956790126,0.3143161705933203,0.74348612,0.19602832768240763,0.7,,475,DLX_bluered,2.6892775839761542,0.10757060100433122
FS001_011C,0.17798333,2.8868560956790126,0.4906852598322257,0.12052301,0.2747560895703309,0.9666666666666667,,77,DLX_bluered,2.0228456913827655,0.2105593542260209
FS005_000B,1.87686667,4.062175540123457,0.1747748694998828,0.1121443,0.24969239081743688,0.8333333333333334,,136,DLX_bluered,2.473834965865242,0.07884828632538259
FS005_001B,0.35366667,4.062175540123457,0.414225429637331,0.02226394,0.29403613803736045,0.9,,27,DLX_bluered,2.6035509736540665,0.24936726491509398
FS005_002C,0.66223333,4.062175540123457,0.39841522512266137,0.04452789,0.2503017501029144,0.5333333333333333,,54,DLX_bluered,2.7430064708810353,0.47504316484055426
FS009_010A,0.67666667,5.987948302469135,0.3259530636714623,0.27924993,0.19432888040837948,0.36666666666666664,,520,DLX_bluered,2.6223553695315616,0.30798350068294433
FS009_062A,1.70368333,5.987948302469135,0.2876315672841504,0.18741966,0.16856438911785337,0.36666666666666664,,349,DLX_bluered,2.8077557922083733,0.2373158067361762
FS009_017B,7.8405,5.987948302469135,0.3861520077559578,0.03329518,0.18292579807814466,0.5,,62,DLX_bluered,2.4589199029126214,0.2922949810606063
FS009_037C,1.20968333,5.987948302469135,0.16451686445877406,0.41618979,0.12407221428936736,0.43333333333333335,,775,DLX_bluered,2.788648589004441,0.15784772504870995
FS009_065D,0.9944,5.987948302469135,0.3506322161099871,0.19654899,0.19942712836586954,0.4,,366,DLX_bluered,2.7072283289272296,0.29819393546429657
FSH013_010C,0.68523333,9.751099151234568,-1.0398335343893406,0.18307616,0.1293289151783218,0.16666666666666666,,488,DLX_H9,0.819638617323911,0.14454269661810906
FSH012_067B,0.18136667,8.854090663580248,-0.9965210938475979,1.31477691,0.16836121023026393,0.23333333333333334,,862,DLX_H9,0.7832222062655151,0.14933544682003302
FSH012_057D,6.19705,8.854090663580248,-0.9685216503398322,0.05948527,0.10865067795136767,0.13333333333333333,,39,DLX_H9,1.4028326281147157,0.10695535881417015
FSH003_009B,0.06398333,4.793624228395061,-0.6141262936017056,0.16486902,0.12024816353364684,0.16666666666666666,,307,DLX_H9,0.6311886464351827,0.10989587917210528
FSH003_014B,0.0592,4.793624228395061,-0.8921716694984583,0.07840676,0.1191113087100696,0.13333333333333333,,146,DLX_H9,0.6661536206391089,0.1638307642691077
FSH003_016B,0.24515,4.793624228395061,-0.6359368212126405,0.16916528,0.12886064814804973,0.16666666666666666,,315,DLX_H9,0.7353970417284638,0.14872357184254265
FSH003_027D,0.0647,4.793624228395061,-0.6438245487574282,0.06927721,0.13938267081197656,0.2,,129,DLX_H9,0.8139361290095415,0.13290717585579845
TC061_046B,0.46638333,5.919242669753086,0.48860188560141726,0.16020164,0.3432828597011126,0.7,,343,TSCp5_30s,2.6980890179003385,0.3792789098872255
TC047_015A,0.1,4.71685262345679,0.32367417000886733,0.2388099,0.2148936224871072,0.7666666666666666,,240,TSCp5_32s_CHIR,2.684103870889455,0.18517612390284152
TC047_091B,0.50543333,4.71685262345679,0.3467236313758966,0.05572231,0.2370079263766968,0.7,,56,TSCp5_32s_CHIR,2.6434221146085553,0.2722496124567617
TC047_029B,0.47626667,4.71685262345679,0.32672687374872145,0.1253752,0.2754062877491724,0.7,,126,TSCp5_32s_CHIR,2.447950502706883,0.23108945312012374
TC047_038B,0.12683333,4.71685262345679,0.34485456403583653,1.58410566,0.30230630758790655,0.9333333333333333,,1592,TSCp5_32s_CHIR,2.5386914165350185,0.2724129856771621
TC047_047C,0.50716667,4.71685262345679,0.3551054933079781,0.26567601,0.24264643227306143,1.0,,267,TSCp5_32s_CHIR,2.6339612403100765,0.4757404481501086
TC047_049C,0.36286667,4.71685262345679,0.46809417503443357,0.48757021,0.463419849576852,0.6,,490,TSCp5_32s_CHIR,2.7413044583396875,0.535127901462606
