uid,half_width,asymmetry,latency,rise,organoid,n_spikes,fr,ISI.median,age
VT010_4A,0.10988660371514243,0.175868773386919,0.3333333333333333,0.05532585592471311,DLX_Cheriff,963,0.7722947,0.58325,4.252786651234568
VT003_12A,0.469278257925644,-0.429986512492992,1.4,0.5496473175764574,DLX_Cheriff_AS,837,0.7165363,0.6361,2.5520744598765432
VT003_36B,0.4277780243406906,-0.11700114147455098,1.2,0.3190691192865107,DLX_Cheriff_AS,85,0.07276653,19.67476667,2.5520744598765432
VT003_40B,0.47142707246971133,-0.23095005013144698,1.2,0.4285404557877411,DLX_Cheriff_AS,681,0.58298832,0.46765,2.5520744598765432
VT000_33C,0.2936400125049268,0.16567630551579954,1.0,0.317912959153688,DLX_Cheriff,138,0.1767167,1.65883333,2.01870987654321
VT000_51D,0.3655911909379468,-0.08240321482228541,1.1333333333333333,0.42404130156165154,DLX_Cheriff,367,0.46996397,0.6595,2.01870987654321
VT000_58D,0.23194114004476016,0.08760498202658351,0.7,0.2041027628733256,DLX_Cheriff,221,0.28300282,0.39001667,2.01870987654321
VT000_59D,0.37015485068273885,-0.15502279894743187,1.1333333333333333,0.4604841982818923,DLX_Cheriff,154,0.19720559,3.33693333,2.01870987654321
VT000_89D,0.3117003788096412,0.006929947902736782,1.6,0.5172370296022284,DLX_Cheriff,703,0.9002307,0.4428,2.01870987654321
VT000_71D,0.2856887842216755,-0.08582233544540621,1.7666666666666666,0.35391860868755337,DLX_Cheriff,673,0.86181403,0.26695,2.01870987654321
VT013_7B,0.3377214732578331,0.07572041665599577,1.0,0.0888624292500476,DLX_Cheriff,2410,1.84175367,0.05183333,4.449882330246913
VT013_60C,0.30955139039250124,-0.029933355376901373,1.2666666666666666,0.13860633247013207,DLX_Cheriff,312,0.2384345,0.1971,4.449882330246913
VT013_19C,0.23179515073365356,0.5843989951317825,0.8666666666666667,0.052425915517050704,DLX_Cheriff,77,0.05884441,1.68715,4.449882330246913
VT013_20C,0.30359647116143856,-0.02847016192566211,1.0666666666666667,0.0854960916383554,DLX_Cheriff,120,0.09170558,0.27273333,4.449882330246913
VT013_24C,0.4154551870148199,-0.003984752623098987,1.8666666666666667,0.23179950689209103,DLX_Cheriff,266,0.2032807,0.1569,4.449882330246913
VT013_29C,0.4107092041226101,0.009585604349531377,1.9333333333333333,0.18101598623802934,DLX_Cheriff,92,0.07030761,0.094,4.449882330246913
VT013_38C,0.48376896368790295,-0.0027871049942267273,1.1666666666666667,0.49038902230508086,DLX_Cheriff,183,0.139851,0.06715,4.449882330246913
VT013_43D,0.3785423385195661,-0.030157995872179925,1.9,0.28329975251957884,DLX_Cheriff,113,0.08635609,0.05553333,4.449882330246913
VT013_48D,0.3164356693445543,-0.0036863516782402557,1.9666666666666666,0.423604343632347,DLX_Cheriff,480,0.36682231,0.04206667,4.449882330246913
VT013_49D,0.4548084708084708,0.00968381485004412,1.8,0.5800032894105913,DLX_Cheriff,73,0.05578756,0.21231667,4.449882330246913
VT008_12A,0.39131549236995655,0.4007640686587192,1.8,0.10340229244900385,DLX_Cheriff,1410,0.80854954,0.03493333,4.224503858024692
VT008_13A,0.4434506570405252,-0.039120533865900295,1.9333333333333333,0.15898996462206086,DLX_Cheriff,525,0.30105568,0.12615,4.224503858024692
VT008_1A,0.2245241562284761,1.3306974879461506,0.8333333333333334,0.0393716248752483,DLX_Cheriff,183,0.10493941,0.03295,4.224503858024692
VT006_11A,0.36151778762630304,-0.0738872113483805,1.2,0.5426512776773931,DLX_Cheriff,174,0.07693327,19.88396667,3.5593533950617284
VT006_15A,0.3256269321486601,-0.12776868841754643,0.9666666666666667,0.2933384592129793,DLX_Cheriff,99,0.04377238,19.67806667,3.5593533950617284
VT006_17A,0.44311848901934,-0.05943138619692673,1.0,0.1459129221202024,DLX_Cheriff,896,0.39616213,0.0819,3.5593533950617284
VT006_39C,0.3484538278674698,0.013667268876347774,1.5333333333333332,0.19044463246870247,DLX_Cheriff,374,0.16536232,0.01853333,3.5593533950617284
VT006_82C,0.3711537151952318,-0.03290885596042513,1.1333333333333333,0.2716269771279061,DLX_Cheriff,462,0.2042711,0.36186667,3.5593533950617284
VT006_77D,0.284702185149163,-0.01786424894732381,1.4666666666666666,0.37892840467074745,DLX_Cheriff,207,0.09152406,2.59726667,3.5593533950617284
VT007_4A,0.315325788551934,-0.05455760622775153,0.8,0.13540173438656875,DLX_Cheriff,1369,0.62747261,0.36645,3.958079861111111
VT007_16A,0.11470971231938426,0.7395379812745191,1.6333333333333333,0.05173177577771213,DLX_Cheriff,1308,0.59951364,0.03763333,3.958079861111111
VT007_29B,0.13553527515356834,0.5172568541054146,1.7333333333333334,0.0557399410648299,DLX_Cheriff,2186,1.00193947,0.12736667,3.958079861111111
VT007_78B,0.42592907630581844,-0.02729152929755517,1.8,0.20349688640894356,DLX_Cheriff,1045,0.47896923,0.1469,3.958079861111111
VT007_79B,0.4732349820182551,-0.012148614894081153,1.9666666666666666,0.20456871051555983,DLX_Cheriff,2583,1.18390194,0.03663333,3.958079861111111
VT007_44B,0.4662813535322994,-0.008439655485496704,2.0,0.21263641565667465,DLX_Cheriff,1075,0.49271955,0.05381667,3.958079861111111
VT007_48B,0.23840875608953074,-0.06365309755361613,1.0666666666666667,0.14950674004785516,DLX_Cheriff,885,0.40563423,0.148,3.958079861111111
VT007_80C,0.3212635102565625,0.5212767905049057,1.3,0.08621565010476549,DLX_Cheriff,456,0.20900476,0.08706667,3.958079861111111
VT007_56C,0.17967478749480983,0.5812066548660297,0.7666666666666666,0.05266690886078464,DLX_Cheriff,353,0.16179535,0.1083,3.958079861111111
VT007_70D,0.2169404914801897,0.04521331831717369,1.1,0.09991387393667756,DLX_Cheriff,1085,0.49730298,0.22253333,3.958079861111111
VT001_14A,0.2676127681966193,-0.08933894901526822,1.0666666666666667,0.23940905525951972,DLX_Cheriff,458,0.21724491,1.23823333,2.2192376543209873
VT001_84B,0.3735297876107372,-0.1143588993180184,1.9,0.29721365509983333,DLX_Cheriff,765,0.3628654,0.03231667,2.2192376543209873
VT004_165B,0.5256198885804939,0.0696893657238638,1.1333333333333333,0.23636859425321147,DLX_Cheriff,489,0.1923557,0.14425,3.185432098765432
VT004_80B,0.3177918447129772,-0.020549744505238443,1.3,0.20622238525468786,DLX_Cheriff,302,0.11879636,0.19376667,3.185432098765432
VT000_254A,0.3699697617756826,-0.031078095409865635,1.6,0.27956291629779056,DLX_Cheriff,1132,0.50407056,0.7568,2.0207129629629628
VT000_255A,0.32058048935732136,-0.0262492665646107,0.8666666666666667,0.29352591926119703,DLX_Cheriff,746,0.33218784,0.43116667,2.0207129629629628
VT000_258A,0.2663374404074884,-0.08150360915817599,1.4,0.24887432663879422,DLX_Cheriff,1929,0.8589683,0.10998333,2.0207129629629628
VT000_244D,0.42520340523899186,-0.10088173779542159,1.5333333333333332,0.1922361570837751,DLX_Cheriff,584,0.26005054,0.41176667,2.0207129629629628
VT000_256D,0.4199980222158319,-0.07199163434770203,1.0333333333333332,0.32911254380751465,DLX_Cheriff,861,0.38339643,0.21606667,2.0207129629629628
VT005_9B,0.3403594136662325,0.6983412081643381,0.9333333333333333,0.14624311908265947,DLX_Cheriff,726,1.05271258,0.1407,3.3607966820987656
VT005_11B,0.38924982379743817,0.843357876179612,1.1,0.1218171673301967,DLX_Cheriff,28,0.04060049,12.10623333,3.3607966820987656
VT005_66C,0.2017157299662455,0.3658057386107814,0.4666666666666667,0.08918972192720863,DLX_Cheriff,63,0.09135109,4.41168333,3.3607966820987656
VT005_49D,0.3083264918178479,0.025154639980931325,1.7666666666666666,0.38432646646953283,DLX_Cheriff,211,0.30595366,0.12065,3.3607966820987656
VT005_52D,0.21180301988291508,0.6706294825151474,0.6333333333333333,0.06627362931840394,DLX_Cheriff,39,0.05655068,1.27528333,3.3607966820987656
VT005_53D,0.2436995283281244,-0.02102300058793137,1.8,0.4210525624514034,DLX_Cheriff,32,0.04640055,19.93993333,3.3607966820987656
VT005_58D,0.26478021548672975,0.42476460435289,1.7,0.08608932978370779,DLX_Cheriff,36,0.05220062,4.12233333,3.3607966820987656
VT005_67D,0.17031598337475296,0.12987931915562717,1.5333333333333332,0.10198537174676024,DLX_Cheriff,58,0.084101,0.26423333,3.3607966820987656
VT002_81A,0.3087878702569808,0.18562941848815384,0.9333333333333333,0.18598570077806376,DLX_Cheriff,99,0.04450927,2.06016667,2.3498873456790124
